#auto generated file!
180.0;0;0;1
186.0;0;0;1
192.0;0;0;1
198.0;0;0;1
204.0;0;0;1
210.0;0;0;1
216.0;0;0;1
222.0;0;0;1
228.0;0;0;1
234.0;0;0;1
240.0;0;0;1
246.0;0;0;1
252.0;0;0;1
258.0;0;0;1
264.0;0;0;1
270.0;0;0;1
276.0;0;0;1
282.0;0;0;1
288.0;0;0;1
294.0;0;0;1
300.0;0;0;1
306.0;0;0;1
312.0;0;0;1
318.0;0;0;1
324.0;0;0;1
330.0;0;0;1
336.0;0;0;1
342.0;0;0;1
348.0;0;0;1
354.0;0;0;1
360.0;0;0;1
366.0;0;0;1
372.0;0;0;1
378.0;0;0;1
384.0;0;0;1
390.0;0;0;1
396.0;0;0;1
402.0;0;0;1
408.0;0;0;1
414.0;0;0;1
420.0;0;0;1
426.0;0;0;1
432.0;0;0;1
438.0;0;0;1
444.0;0;0;1
450.0;0;0;1
456.0;0;0;1
462.0;0;1;0
468.0;0;1;0
474.0;0;1;0
480.0;0;1;0
486.0;0;1;0
492.0;0;1;0
498.0;0;1;0
504.0;0;1;0
510.0;0;1;0
516.0;0;1;0
522.0;0;1;0
528.0;0;1;0
534.0;0;1;0
540.0;0;1;0
546.0;0;1;0
552.0;0;1;0
558.0;0;1;0
564.0;0;1;0
570.0;0;1;0
576.0;0;1;0
582.0;0;1;0
588.0;0;1;0
594.0;0;1;0
600.0;0;1;0
606.0;0;1;0
612.0;0;1;0
618.0;0;1;0
624.0;0;1;0
630.0;0;1;0
636.0;0;0;1
642.0;0;0;1
648.0;0;0;1
654.0;0;0;1
660.0;0;0;1
666.0;0;0;1
672.0;0;0;1
678.0;0;0;1
684.0;0;0;1
690.0;0;0;1
696.0;0;0;1
702.0;0;0;1
708.0;0;0;1
714.0;0;0;1
720.0;0;0;1
726.0;0;0;1
732.0;0;0;1
738.0;0;0;1
744.0;0;0;1
750.0;0;0;1
756.0;0;0;1
762.0;0;0;1
768.0;0;0;1
774.0;0;0;1
780.0;0;0;1
786.0;0;0;1
792.0;0;0;1
798.0;0;0;1
804.0;0;0;1
810.0;0;0;1
816.0;0;0;1
822.0;0;0;1
828.0;0;0;1
834.0;0;0;1
840.0;0;0;1
846.0;0;0;1
852.0;0;0;1
858.0;0;0;1
864.0;0;0;1
870.0;0;0;1
876.0;0;0;1
882.0;0;0;1
888.0;0;0;1
894.0;0;0;1
900.0;0;0;1
906.0;0;0;1
912.0;0;0;1
918.0;0;0;1
924.0;0;0;1
930.0;0;0;1
936.0;0;0;1
942.0;0;0;1
948.0;0;0;1
954.0;0;0;1
960.0;0;0;1
966.0;0;0;1
972.0;0;0;1
978.0;0;0;1
984.0;0;0;1
990.0;0;0;1
996.0;0;0;1
1002.0;0;0;1
1008.0;0;0;1
1014.0;0;0;1
1020.0;0;0;1
1026.0;0;0;1
1032.0;0;0;1
1038.0;0;0;1
1044.0;0;0;1
1050.0;0;0;1
1056.0;0;0;1
1062.0;0;0;1
1068.0;0;0;1
1074.0;0;1;0
1080.0;0;1;0
1086.0;0;1;0
1092.0;0;1;0
1098.0;0;1;0
1104.0;0;1;0
1110.0;0;1;0
1116.0;0;1;0
